url,dayswithdata
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080306,2008-03-06
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080307,2008-03-07
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080308,2008-03-08
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080309,2008-03-09
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080310,2008-03-10
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080311,2008-03-11
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080312,2008-03-12
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080313,2008-03-13
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080314,2008-03-14
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080315,2008-03-15
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080316,2008-03-16
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080317,2008-03-17
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080318,2008-03-18
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080319,2008-03-19
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080320,2008-03-20
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080321,2008-03-21
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080322,2008-03-22
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080323,2008-03-23
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080324,2008-03-24
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080325,2008-03-25
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080326,2008-03-26
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080327,2008-03-27
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080328,2008-03-28
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080329,2008-03-29
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080330,2008-03-30
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080331,2008-03-31
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080401,2008-04-01
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080402,2008-04-02
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080403,2008-04-03
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080404,2008-04-04
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080405,2008-04-05
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080406,2008-04-06
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080407,2008-04-07
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080408,2008-04-08
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080409,2008-04-09
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080410,2008-04-10
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080411,2008-04-11
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080412,2008-04-12
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080413,2008-04-13
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080414,2008-04-14
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080415,2008-04-15
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080416,2008-04-16
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080417,2008-04-17
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080418,2008-04-18
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080419,2008-04-19
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080420,2008-04-20
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080421,2008-04-21
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080422,2008-04-22
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080423,2008-04-23
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080424,2008-04-24
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080425,2008-04-25
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080426,2008-04-26
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080427,2008-04-27
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080428,2008-04-28
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080429,2008-04-29
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080430,2008-04-30
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080501,2008-05-01
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080502,2008-05-02
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080503,2008-05-03
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080504,2008-05-04
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080505,2008-05-05
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080506,2008-05-06
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080507,2008-05-07
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080508,2008-05-08
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080509,2008-05-09
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080510,2008-05-10
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080511,2008-05-11
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080512,2008-05-12
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080513,2008-05-13
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080514,2008-05-14
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080515,2008-05-15
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080516,2008-05-16
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080517,2008-05-17
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080518,2008-05-18
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080519,2008-05-19
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080520,2008-05-20
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080521,2008-05-21
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080522,2008-05-22
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080523,2008-05-23
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080524,2008-05-24
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080525,2008-05-25
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080526,2008-05-26
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080527,2008-05-27
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080528,2008-05-28
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080529,2008-05-29
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080530,2008-05-30
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080531,2008-05-31
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080601,2008-06-01
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080602,2008-06-02
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080603,2008-06-03
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080604,2008-06-04
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080605,2008-06-05
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080606,2008-06-06
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080607,2008-06-07
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080608,2008-06-08
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20080609,2008-06-09
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081001,2008-10-01
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081002,2008-10-02
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081020,2008-10-20
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081031,2008-10-31
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081101,2008-11-01
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081102,2008-11-02
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081103,2008-11-03
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081104,2008-11-04
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081105,2008-11-05
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081106,2008-11-06
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081107,2008-11-07
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081108,2008-11-08
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081109,2008-11-09
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081110,2008-11-10
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081111,2008-11-11
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081112,2008-11-12
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081113,2008-11-13
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081114,2008-11-14
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081115,2008-11-15
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081116,2008-11-16
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081117,2008-11-17
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081118,2008-11-18
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081119,2008-11-19
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081120,2008-11-20
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081121,2008-11-21
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081122,2008-11-22
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081123,2008-11-23
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081124,2008-11-24
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081125,2008-11-25
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081126,2008-11-26
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081127,2008-11-27
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081128,2008-11-28
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081129,2008-11-29
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081130,2008-11-30
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081201,2008-12-01
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081202,2008-12-02
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081203,2008-12-03
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081204,2008-12-04
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081205,2008-12-05
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081206,2008-12-06
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081207,2008-12-07
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081208,2008-12-08
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081209,2008-12-09
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081210,2008-12-10
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081211,2008-12-11
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081212,2008-12-12
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081213,2008-12-13
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081214,2008-12-14
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081215,2008-12-15
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081216,2008-12-16
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081217,2008-12-17
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081218,2008-12-18
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081219,2008-12-19
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081220,2008-12-20
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081221,2008-12-21
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081222,2008-12-22
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081223,2008-12-23
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081224,2008-12-24
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081225,2008-12-25
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081226,2008-12-26
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081227,2008-12-27
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081228,2008-12-28
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081229,2008-12-29
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081230,2008-12-30
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20081231,2008-12-31
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090101,2009-01-01
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090102,2009-01-02
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090103,2009-01-03
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090104,2009-01-04
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090105,2009-01-05
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090106,2009-01-06
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090107,2009-01-07
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090108,2009-01-08
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090109,2009-01-09
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090110,2009-01-10
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090111,2009-01-11
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090112,2009-01-12
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090113,2009-01-13
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090114,2009-01-14
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090115,2009-01-15
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090116,2009-01-16
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090117,2009-01-17
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090118,2009-01-18
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090119,2009-01-19
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090120,2009-01-20
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090121,2009-01-21
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090122,2009-01-22
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090123,2009-01-23
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090124,2009-01-24
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090125,2009-01-25
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090126,2009-01-26
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090127,2009-01-27
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090128,2009-01-28
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090129,2009-01-29
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090130,2009-01-30
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090131,2009-01-31
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090201,2009-02-01
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090202,2009-02-02
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090203,2009-02-03
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090204,2009-02-04
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090205,2009-02-05
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090206,2009-02-06
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090207,2009-02-07
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090208,2009-02-08
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090209,2009-02-09
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090210,2009-02-10
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090211,2009-02-11
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090212,2009-02-12
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090213,2009-02-13
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090214,2009-02-14
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090215,2009-02-15
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090216,2009-02-16
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090217,2009-02-17
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090218,2009-02-18
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090219,2009-02-19
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090220,2009-02-20
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090221,2009-02-21
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090222,2009-02-22
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090223,2009-02-23
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090224,2009-02-24
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090225,2009-02-25
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090226,2009-02-26
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090227,2009-02-27
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090228,2009-02-28
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090301,2009-03-01
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090302,2009-03-02
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090303,2009-03-03
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090304,2009-03-04
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090305,2009-03-05
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090306,2009-03-06
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090307,2009-03-07
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090308,2009-03-08
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090309,2009-03-09
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090310,2009-03-10
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090311,2009-03-11
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090312,2009-03-12
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090313,2009-03-13
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090314,2009-03-14
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090315,2009-03-15
http://cdec.water.ca.gov/reportapp/javareports?name=PAGE6.20090316,2009-03-16
